child_id,parent_id,match,date_binary,jac_total,title_similarity,content_similarity,sleutelwoorden_lenmatches,BT_TT_lenmatches,title_no_stop_lenmatches,1st_paragraph_no_stop_lenmatches,numbers_lenmatches
667416,717161,1,0.0,0.4167,0.254,0.9206,0,0,1,5,0
667415,671437,1,0.0,0.9796,0.7898,0.9473,0,1,1,6,6
667407,919962,1,0.0,1.2396,0.5004,0.9254,3,1,3,11,2
667404,894683,1,0.0,0.342,0.3482,0.8796,0,0,0,5,4
667379,667320,1,1.0,1.7672,0.4158,0.9345,4,2,3,17,4
667379,667320,1,1.0,1.7672,0.4158,0.9345,4,2,3,17,4
667379,667320,1,1.0,1.7672,0.4158,0.9345,4,2,3,17,4
667379,667320,1,1.0,1.7672,0.4158,0.9345,4,2,3,17,4
667380,848117,1,0.0,0.6931,0.4778,0.8675,0,1,1,5,3
667408,785884,1,0.0,0.5269,0.4133,0.8906,0,0,0,6,5
667373,791809,1,0.0,0.7839,0.2721,0.8835,1,1,1,6,8
667411,770151,1,0.0,0.4601,0.3001,0.9211,0,0,1,5,1
667443,725838,1,0.0,0.5201,0.0399,0.7712,2,0,0,2,3
667043,830536,1,0.0,0.0858,0.2757,0.7564,0,0,0,2,1
667065,674654,1,0.0,0.3911,0.3349,0.8875,0,0,0,9,6
667131,793848,1,0.0,0.7167,0.325,0.8894,0,0,2,12,2
667110,703221,1,0.0,0.5179,0.3262,0.7408,3,1,0,1,3
667190,727022,1,0.0,0.4444,0.3211,0.872,0,0,0,7,3
667466,687851,1,0.0,0.133,0.1451,0.0729,0,0,0,2,3
667228,682512,1,0.0,0.4316,0.2058,0.8887,0,0,0,5,10
667439,706870,1,0.0,0.3318,0.5929,0.8073,0,1,0,2,4
667422,857694,1,0.0,0.1325,0.3763,0.726,0,0,0,1,1
667398,743310,1,0.0,0.2229,0.2977,0.6131,0,0,0,5,5
667388,724279,1,0.0,0.2841,0.1898,0.664,0,1,0,4,4
667482,697330,1,0.0,0.4576,0.3812,0.8957,0,1,0,6,4
667487,704848,1,0.0,0.4152,0.6037,0.65,0,0,1,6,2
667481,698773,1,0.0,0.1521,0.5689,0.5205,0,0,0,1,4
667485,736014,1,0.0,0.6476,0.4914,0.934,0,1,0,0,11
667484,856420,1,0.0,0.281,0.5325,0.4157,1,0,0,1,5
667496,671437,1,0.0,0.5387,0.0876,0.8803,0,0,1,3,2
667490,667321,1,1.0,1.0952,0.1764,0.832,2,2,0,10,0
667490,667321,1,1.0,1.0952,0.1764,0.832,2,2,0,10,0
667490,667321,1,1.0,1.0952,0.1764,0.832,2,2,0,10,0
667490,667321,1,1.0,1.0952,0.1764,0.832,2,2,0,10,0
667492,763397,1,0.0,0.3797,0.2369,0.8254,0,0,1,5,2
667491,747037,1,0.0,0.4708,0.0868,0.8093,0,0,1,5,3
667498,807807,1,0.0,0.5297,0.1732,0.762,0,0,1,6,3
667499,697330,1,0.0,0.1061,0.5295,0.8712,0,0,0,2,2
667503,881622,1,0.0,0.3803,0.1391,0.8684,0,0,1,3,2
667501,732718,1,0.0,0.5929,0.4639,0.8781,0,1,1,2,3
667507,829715,1,0.0,0.1969,0.4096,0.8746,0,0,0,3,1
667508,922923,1,0.0,0.6878,0.2666,0.9019,3,1,0,6,8
663057,674655,1,0.0,0.6853,0.3886,0.897,1,0,2,8,7
664272,890433,1,0.0,0.4747,0.6831,0.9044,0,0,0,2,4
664242,796981,1,0.0,0.0513,0.5154,0.7638,0,0,0,0,2
664268,776747,1,0.0,0.3605,0.3929,0.8378,0,1,1,0,4
663379,669767,1,0.0,0.827,0.396,0.8578,2,1,2,5,8
663462,825714,1,0.0,1.4041,0.4022,0.9182,2,2,2,15,14
663465,681830,1,0.0,1.0839,0.3533,0.8557,0,2,2,7,9
663468,793848,1,0.0,0.45,0.348,0.8982,0,0,1,4,5
664279,790690,1,0.0,0.7877,0.7173,0.8715,0,0,2,6,7
664281,793949,1,0.0,0.4161,0.507,0.88,0,0,1,3,4
663547,709690,1,0.0,0.0333,0.181,0.871,0,0,0,1,0
664316,857694,1,0.0,0.188,0.7897,0.8832,0,0,0,2,1
664282,667320,1,0.0,0.2061,0.3051,0.7704,0,0,0,3,2
664271,873804,1,0.0,0.1154,0.5279,0.8123,0,0,0,3,0
664273,770236,1,0.0,0.0,0.3087,0.5194,0,0,0,0,0
664453,744834,1,0.0,0.2807,0.3553,0.8344,0,0,0,2,8
664454,740543,1,0.0,0.1,0.4648,0.7168,0,0,0,0,2
664499,703221,1,0.0,0.3214,0.2573,0.8588,0,0,0,3,6
664451,707975,1,0.0,0.288,0.4921,0.8288,0,0,1,3,2
664341,835954,1,0.0,0.1683,0.3981,0.8502,0,0,0,2,2
664500,667320,1,0.0,0.0811,0.373,0.7492,0,0,0,3,0
665138,790691,1,0.0,0.5411,0.3527,0.8502,0,0,0,8,5
665194,674654,1,0.0,0.2394,0.8392,0.6391,1,1,0,2,0
665087,694990,1,0.0,0.1651,0.3827,0.6096,0,0,0,1,3
663607,848118,1,0.0,0.5595,0.1873,0.9021,0,0,1,9,2
663608,899594,1,0.0,0.8695,0.4715,0.8703,0,1,2,8,7
662961,704967,1,0.0,1.0405,0.2341,0.8481,2,2,3,5,1
662962,916621,1,0.0,0.4289,0.4948,0.7923,0,0,0,3,8
664238,872530,1,0.0,0.197,0.5803,0.8093,0,0,0,5,3
664277,782725,1,0.0,0.4333,0.48,0.8674,0,0,1,4,4
664313,778391,1,0.0,1.4643,0.9378,0.899,5,1,4,7,3
663707,771988,1,0.0,0.3,0.4457,0.8512,0,0,0,8,3
662985,725837,1,0.0,0.1569,0.5346,0.8487,0,0,0,2,1
663037,832411,1,0.0,0.5078,0.4074,0.8398,0,0,1,5,5
664239,899594,1,0.0,0.3027,0.6592,0.8102,0,0,1,3,2
664244,692909,1,0.0,0.4293,0.3931,0.8556,1,2,0,2,1
664283,715672,1,0.0,0.3068,0.8334,0.8976,0,0,0,3,6
664285,919463,1,0.0,0.8723,0.5955,0.9115,0,0,1,4,2
664318,812057,1,0.0,0.2092,0.1072,0.8308,0,0,0,3,5
664314,687851,1,0.0,0.3193,0.3176,0.5871,3,0,0,5,1
664332,822949,1,0.0,0.1176,0.6612,0.5222,0,0,0,4,0
664333,764647,1,0.0,0.1806,0.607,0.6194,0,0,0,2,3
663038,792430,1,0.0,0.06,0.3192,0.8605,0,0,0,3,0
664930,732117,1,0.0,0.3333,0.3394,0.9041,0,0,0,2,4
664929,775692,1,0.0,0.3163,0.2041,0.8419,0,0,0,5,4
664553,764647,1,0.0,1.1333,0.514,0.8902,2,1,2,6,4
664581,869757,1,0.0,0.5419,0.674,0.8583,1,0,1,3,3
664582,834529,1,0.0,0.0455,0.3792,0.6243,0,0,0,2,0
664644,741773,1,0.0,0.4707,0.3035,0.6797,0,0,1,2,6
664694,732117,1,0.0,0.375,0.3044,0.8714,0,0,0,3,4
664771,863410,1,0.0,0.6249,0.5136,0.8721,1,2,0,5,6
664839,741773,1,0.0,0.8348,0.4874,0.8524,1,0,1,8,9
664840,798402,1,0.0,0.4437,0.3981,0.8684,0,0,0,3,14
664864,694988,1,0.0,1.2735,0.3607,0.931,3,0,2,8,5
665500,863411,1,0.0,1.5942,0.6146,0.891,0,2,3,12,6
665890,678389,1,0.0,0.9189,0.4554,0.873,2,0,2,6,5
664766,756188,1,0.0,0.1026,0.4781,0.8172,0,0,0,3,1
664836,828254,1,0.0,0.0652,0.3996,0.5297,0,0,0,3,0
664695,703222,1,0.0,0.3283,0.3887,0.7762,0,0,0,5,3
664698,913309,1,0.0,0.237,0.4367,0.8483,0,0,1,1,0
664812,860373,1,0.0,0.7271,0.3157,0.8316,0,0,2,7,5
664886,845820,1,0.0,0.8505,0.5312,0.9081,2,3,1,6,4
665069,834639,1,0.0,1.7915,0.6195,0.8573,0,1,2,14,5
665197,706870,1,0.0,0.0945,0.7134,0.413,0,0,0,1,2
665339,892104,1,0.0,0.6779,0.4922,0.8466,1,0,2,2,12
665422,704967,1,0.0,0.2643,0.6839,0.8269,0,0,1,2,1
665438,844292,1,0.0,0.639,0.669,0.8705,0,1,1,8,4
665694,799939,1,0.0,0.5128,0.2658,0.7891,0,1,0,7,1
665815,760663,1,0.0,0.8848,0.5091,0.8563,0,1,2,9,8
665766,863412,1,0.0,0.8842,0.5661,0.642,2,0,2,5,4
671216,852421,1,0.0,0.367,0.4807,0.7659,0,0,0,7,6
671217,773092,1,0.0,1.0379,0.3288,0.8539,2,1,1,9,11
671214,887488,1,0.0,0.6438,0.4604,0.8485,0,1,1,5,6
671219,731405,1,0.0,0.5194,0.211,0.8727,0,0,1,5,7
671221,913309,1,0.0,0.0741,0.1351,0.8311,0,0,0,2,0
671431,706991,1,0.0,1.4058,0.4593,0.8231,0,1,1,6,2
671336,792321,1,0.0,0.8757,0.2594,0.7828,1,0,2,6,1
671341,791809,1,0.0,0.4266,0.2463,0.8669,0,1,1,2,3
671318,696542,1,0.0,0.3718,0.2265,0.781,1,2,0,1,4
671314,720566,1,0.0,0.3429,0.3845,0.8244,0,0,1,5,0
671252,796981,1,0.0,0.3289,0.4397,0.7834,0,0,1,1,4
671253,743310,1,0.0,0.1067,0.4406,0.666,0,0,0,2,3
671484,740605,1,0.0,0.2,0.2656,0.892,0,0,0,2,1
671480,706871,1,0.0,0.5962,0.596,0.8851,1,1,1,3,5
671485,718074,1,0.0,0.7621,0.4433,0.802,0,1,1,4,10
671503,682512,1,0.0,0.3723,0.3438,0.8972,0,0,0,4,9
671533,804410,1,0.0,0.7242,0.2925,0.8767,0,0,1,2,3
671534,718074,1,0.0,0.5327,0.5408,0.8612,0,1,0,3,10
671559,716990,1,0.0,0.4549,0.4271,0.7855,0,0,1,1,11
671562,671437,1,1.0,0.5622,0.4492,0.904,0,0,1,2,4
671577,732719,1,0.0,0.5919,0.2822,0.8809,0,0,1,6,3
671570,711066,1,0.0,0.8295,0.4202,0.8951,0,0,1,8,12
671568,843512,1,0.0,0.6327,0.3832,0.8645,0,0,1,8,3
671729,736012,1,0.0,0.2918,0.8587,0.7017,0,0,0,2,5
671580,720566,1,0.0,0.3905,0.417,0.8176,0,0,1,2,4
671684,848911,1,0.0,0.205,0.457,0.724,0,0,0,1,6
671641,704171,1,0.0,0.0769,0.2017,0.7595,0,0,0,3,0
