child_id,parent_id,title_similarity,content_similarity,match,date_binary,jac_total,sleutelwoorden_lenmatches,BT_TT_lenmatches,title_no_stop_lenmatches,1st_paragraph_no_stop_lenmatches,numbers_lenmatches
657837,694990,0.2349626421928405,0.8611594438552856,1,0.0,0.5365,0,0,2,4,1
658002,697330,0.3370663523674011,0.9353484511375428,1,0.0,0.1894,0,0,0,3,4
657961,679197,0.6049184203147888,0.7145368456840515,1,0.0,0.303,0,0,1,3,0
657989,894059,0.3995022773742676,0.9026436805725098,1,0.0,0.1134,1,0,0,2,1
657998,793848,0.4619878828525543,0.8848766088485718,1,0.0,0.2375,0,0,0,5,4
658023,822949,0.7438381910324097,0.9577947854995728,1,0.0,0.3877,0,0,0,7,2
658022,764647,0.6092263460159302,0.925607681274414,1,0.0,0.8333,0,0,2,9,6
658019,790691,0.4626399874687195,0.9441010355949402,1,0.0,1.235,1,1,2,12,4
658032,741774,0.5424329042434692,0.9503005743026732,1,0.0,0.3717,0,0,1,4,2
658033,898910,0.5467659831047058,0.9290157556533812,1,0.0,0.3681,0,0,0,6,2
654876,862347,0.3530712425708771,0.9420297145843506,1,0.0,1.2011,3,1,0,9,9
658048,834640,0.5496441721916199,0.9060226678848268,1,0.0,0.5513,0,2,0,2,5
658037,894682,0.5123829245567322,0.9378861784934998,1,0.0,0.1955,0,0,0,2,3
658009,821207,0.5069258213043213,0.864040195941925,1,0.0,0.2384,0,0,0,8,1
658013,720765,0.4126375019550323,0.9329030513763428,1,0.0,0.2389,0,0,0,5,2
658014,744485,0.3518076241016388,0.9192247986793518,1,0.0,0.8082,0,2,2,6,0
658057,707975,0.6032964587211609,0.9483494162559508,1,0.0,0.4034,0,0,1,3,5
658059,782723,0.5169607996940613,0.915125608444214,1,0.0,0.1301,0,0,0,1,3
658035,776747,0.7733001112937927,0.8606905937194824,1,0.0,0.2593,1,0,0,1,4
658060,698966,0.6751440167427063,0.9012982845306396,1,0.0,0.1043,0,0,0,3,2
658068,694990,0.1682047247886657,0.8961537480354309,1,0.0,0.2317,0,0,0,4,3
658065,919961,0.6687576770782471,0.8522863388061523,1,0.0,0.1397,0,0,0,2,2
658062,730366,0.4098743796348572,0.8520047068595886,1,0.0,0.3476,0,0,1,3,1
658064,718074,0.5158969163894653,0.8582038283348083,1,0.0,0.0866,0,0,0,2,1
658067,725838,-0.1062371507287025,0.8821192383766174,1,0.0,0.1126,0,0,0,1,2
658089,687851,0.329959899187088,0.8677065372467041,1,0.0,0.1607,0,0,0,4,2
658100,796108,0.5336652994155884,0.9534814953804016,1,0.0,0.4589,0,0,0,5,8
658101,699617,0.1208942309021949,0.902095377445221,1,0.0,0.562,0,0,3,1,5
658102,718074,0.5136486291885376,0.9280603528022766,1,0.0,0.566,0,0,1,3,10
658107,812057,0.5759716629981995,0.925516963005066,1,0.0,0.2505,0,0,0,2,9
658112,809706,0.5285980105400085,0.9419541358947754,1,0.0,0.475,1,1,0,8,4
658113,842917,0.5596014857292175,0.9037967324256896,1,0.0,0.1429,0,0,0,1,3
658140,720765,0.5962783098220825,0.9569087624549866,1,0.0,0.5056,0,0,1,5,4
658142,824015,0.479019820690155,0.942777454853058,1,0.0,0.7198,0,0,1,5,5
658168,881622,0.6224814653396606,0.9664072394371032,1,0.0,1.0971,2,2,1,9,5
658149,681830,0.1497704833745956,0.9015601873397828,1,0.0,0.185,0,0,0,2,4
658128,718074,0.2021607160568237,0.864561915397644,1,0.0,0.2222,0,1,0,0,2
658148,672333,0.1179446652531623,0.8601627349853516,1,0.0,0.1881,0,0,0,4,1
658110,770235,0.3145721554756164,0.8675093054771423,1,0.0,0.2576,0,0,1,2,0
658114,701845,0.5343961119651794,0.9134498238563538,1,0.0,0.9619,0,0,2,5,6
658106,863411,0.5145381689071655,0.9288616180419922,1,0.0,0.4896,0,0,1,3,5
658167,678389,0.6326992511749268,0.9334787130355836,1,0.0,0.5201,2,0,1,3,3
658098,799939,0.572136402130127,0.871401846408844,1,0.0,0.1868,1,0,0,3,0
657219,694008,0.5488900542259216,0.9027057886123656,1,0.0,0.3083,0,0,1,1,3
657228,848115,0.4145525097846985,0.8899013996124268,1,0.0,0.2938,1,0,0,3,0
657232,790138,0.5312837362289429,0.8968281149864197,1,0.0,0.3389,0,0,0,5,3
656541,703223,0.2000186890363693,0.7052420377731323,1,0.0,0.2857,0,0,0,3,3
656369,861372,0.4839320182800293,0.9081807732582092,1,0.0,0.5317,1,0,0,5,4
656561,821207,0.4531448781490326,0.8993563055992126,1,0.0,0.4336,0,0,1,7,2
656467,782723,0.1875762194395065,0.8428086042404175,1,0.0,0.1312,0,0,0,2,2
656542,825714,0.156124010682106,0.7230722904205322,1,0.0,0.12,0,0,0,4,2
656686,706991,0.4076168239116668,0.8496787548065186,1,0.0,1.185,0,1,0,4,2
656720,899594,0.5181703567504883,0.8862571716308594,1,0.0,0.554,0,0,3,3,1
656761,701845,0.5365259647369385,0.8761783838272095,1,0.0,0.8272,2,1,1,5,2
656748,738484,0.6698822975158691,0.8669264316558838,1,0.0,0.2375,0,0,0,5,4
656784,893166,0.2356989979743957,0.8697457313537598,1,0.0,0.4217,0,0,2,1,1
656903,778272,0.4219442307949066,0.913581132888794,1,0.0,0.2976,0,0,0,2,6
657055,832411,0.2953082323074341,0.8746861219406128,1,0.0,0.1544,0,0,0,3,2
657301,901163,0.3709549009799957,0.8437913060188293,1,0.0,0.3187,0,0,1,1,1
657263,709690,0.3793633282184601,0.8940140604972839,1,0.0,0.1333,0,0,0,4,0
657334,805365,0.3687590956687927,0.8813047409057617,1,0.0,0.1717,0,0,0,2,1
657276,720765,0.6014769077301025,0.9025203585624696,1,0.0,0.1333,0,0,0,3,1
657320,725837,0.3876846432685852,0.854827344417572,1,0.0,1.2001,3,0,4,7,1
657296,831438,0.3104641139507293,0.9223953485488892,1,0.0,0.9815,3,1,2,10,5
661202,842917,0.1084295362234115,0.8290172815322876,1,0.0,0.5714,1,1,1,4,1
661220,736013,0.0960868373513221,0.8597360253334045,1,0.0,0.1955,1,0,0,3,2
661082,718074,0.4697791635990143,0.895197331905365,1,0.0,0.1127,0,0,0,1,3
661565,677893,0.4822731912136078,0.9232915043830872,1,0.0,0.6881,1,0,2,6,2
661155,830536,0.3709770441055298,0.92208069562912,1,0.0,0.0946,0,0,0,1,2
661557,890433,0.4794954359531402,0.8668079972267151,1,0.0,0.4192,0,0,0,1,4
661560,831438,0.577924370765686,0.8997858762741089,1,0.0,0.4281,1,0,1,3,4
661567,730366,0.3636164665222168,0.9129281044006348,1,0.0,0.7899,0,1,0,6,7
661572,865541,-0.0282670129090547,0.8690619468688965,1,0.0,0.3677,0,1,0,2,2
661654,863411,0.3227708339691162,0.8916271924972534,1,0.0,0.4581,0,0,0,8,7
661593,797088,0.3419335186481476,0.8641108870506287,1,0.0,0.3169,0,0,1,2,2
661735,831437,0.0627311989665031,0.9509714841842652,1,0.0,0.8092,0,1,0,15,13
661736,697330,0.247759535908699,0.8796748518943787,1,0.0,0.1818,0,0,0,4,3
661712,818336,0.244447112083435,0.85905522108078,1,0.0,0.0476,0,0,0,0,1
661799,857694,0.4766546785831451,0.9172576665878296,1,0.0,0.2436,0,0,0,3,1
661979,848117,0.237187311053276,0.871539831161499,1,0.0,0.4404,0,0,1,5,2
661976,672333,0.2661945223808288,0.9247981905937196,1,0.0,0.1511,0,0,0,3,1
662295,831437,0.4071487784385681,0.9089292287826538,1,0.0,0.4874,0,2,0,7,5
661800,825714,0.3365119099617004,0.9097641110420228,1,0.0,0.3887,0,0,1,2,8
662441,728606,0.3742676079273224,0.8724616169929504,1,0.0,0.5117,0,0,0,7,6
662121,883791,0.7616400122642517,0.9302591681480408,1,0.0,0.8689,1,1,1,6,8
662119,913309,0.6377171277999878,0.8966012597084045,1,0.0,0.7092,0,0,2,6,2
662122,667321,0.5142128467559814,0.9303282499313354,1,0.0,1.0881,5,1,0,8,3
661890,800914,0.5881733894348145,0.8809632658958435,1,0.0,0.3701,0,0,1,0,5
662585,879348,0.6780662536621094,0.7605985999107361,1,0.0,0.0714,0,0,0,2,0
662127,687852,0.6447636485099792,0.743188738822937,1,0.0,0.0911,0,0,0,1,1
663642,720565,0.5658417344093323,0.8368633985519409,1,0.0,0.94,1,0,2,12,3
662628,843513,0.4768617153167724,0.8607096076011658,1,0.0,0.3388,0,0,0,3,5
663400,740543,0.6041422486305237,0.9161700010299684,1,0.0,0.2389,0,0,0,5,2
663405,674655,0.5985743999481201,0.9085751175880432,1,0.0,1.0817,1,0,5,7,10
663231,778272,0.5482958555221558,0.894639253616333,1,0.0,0.5536,0,0,1,4,5
663817,669767,0.4609863460063934,0.9083128571510316,1,0.0,1.5775,3,2,3,14,16
663953,744485,0.42000612616539,0.8869444131851196,1,0.0,0.7306,0,2,1,5,2
664216,829715,0.563872754573822,0.9018826484680176,1,0.0,0.3477,0,0,0,1,4
664584,694989,0.2117695808410644,0.854027271270752,1,0.0,2.0431,5,3,3,8,17
664949,686636,0.2733477652072906,0.8968554735183716,1,0.0,0.2581,0,0,0,8,1
664950,779758,0.5866347551345825,0.8825199604034424,1,0.0,0.532,0,1,1,7,0
664219,786576,0.5556657314300537,0.919971227645874,1,0.0,0.2902,0,0,0,3,6
664228,919463,0.2691315710544586,0.8103694915771484,1,0.0,0.0909,0,0,0,0,1
665043,724637,0.6536281704902649,0.8497645258903503,1,0.0,1.1899,2,0,3,10,10
665421,711066,0.4730681180953979,0.8835557103157043,1,0.0,1.0578,1,0,2,9,10
665446,760547,0.3993698358535766,0.905672013759613,1,0.0,0.5911,1,0,1,5,2
665201,683413,0.7507956027984619,0.933458685874939,1,0.0,0.5942,1,0,3,3,3
665594,816791,0.5585271716117859,0.8641968965530396,1,0.0,0.7412,1,1,0,10,2
665693,852422,0.6139824986457825,0.8802297711372375,1,0.0,0.479,1,0,1,5,2
664718,842917,0.374175488948822,0.8512431979179382,1,0.0,0.1071,0,0,0,1,2
664837,720566,0.5703915953636169,0.8821398615837097,1,0.0,0.7,0,0,1,7,9
665051,671437,0.5353745818138123,0.9392032623291016,1,0.0,1.627,2,1,2,10,5
665052,736012,0.6153929829597473,0.920527458190918,1,0.0,0.2463,0,0,0,2,4
665053,785884,0.4871813952922821,0.935586392879486,1,0.0,0.3634,0,0,0,3,4
665101,785884,0.6188920736312866,0.9447667598724364,1,0.0,0.7102,0,0,2,6,4
665097,707975,0.4895319938659668,0.9321831464767456,1,0.0,0.565,0,1,1,4,4
665089,715672,0.6346651315689087,0.9124220609664916,1,0.0,1.0986,4,1,1,4,3
665073,789683,0.6049517393112183,0.9030568599700928,1,0.0,0.5814,0,0,1,4,4
665091,692910,0.4095716774463653,0.915909707546234,1,0.0,0.4632,2,0,0,3,2
665074,827065,0.374759703874588,0.9370154738426208,1,0.0,0.2317,0,0,0,5,3
665085,894059,0.3742405474185943,0.9382206797599792,1,0.0,0.6846,3,0,1,8,5
665096,686636,0.382095605134964,0.9331281185150146,1,0.0,0.7439,0,1,2,8,1
665317,829715,0.2174603044986724,0.9225288033485411,1,0.0,0.6496,1,0,1,4,3
665196,679197,0.6138744950294495,0.9020968675613404,1,0.0,0.553,0,0,1,3,1
665354,679003,0.5963531136512756,0.8800285458564758,1,0.0,0.1255,0,0,0,1,2
665234,711065,0.5781255960464478,0.8741868138313293,1,0.0,0.3058,0,0,0,2,7
664842,782725,0.2175817340612411,0.7933107614517212,1,0.0,0.4631,0,1,1,5,2
665099,856420,0.6805893778800964,0.8839621543884277,1,0.0,0.2811,0,0,0,3,9
664770,785884,0.4202756583690643,0.8234342932701111,1,0.0,0.1656,0,0,0,1,2
665198,812057,0.7202140688896179,0.8222586512565613,1,0.0,0.1155,0,0,0,1,4
665041,887488,0.596529483795166,0.8364517092704773,1,0.0,0.2607,0,0,1,1,1
665044,740543,0.7400373220443726,0.8076642155647278,1,0.0,0.1833,0,0,0,3,2
665104,792430,0.1937829852104187,0.9030522704124452,1,0.0,0.2,0,0,0,10,0
665979,732718,0.4461102783679962,0.940921664237976,1,0.0,0.4286,0,0,1,3,5
665359,919961,0.3128313422203064,0.8711941838264465,1,0.0,0.2825,0,0,0,2,5
665978,682512,0.6306241750717163,0.9231597185134888,1,0.0,0.3182,0,0,0,4,7
665200,809536,0.4208544492721557,0.818880558013916,1,0.0,0.1633,0,0,0,2,1
666381,796980,0.4392322897911072,0.90707528591156,1,0.0,0.5926,0,1,1,5,6
666800,803095,0.6607064008712769,0.8998820781707764,1,0.0,0.5444,1,0,1,8,8
666856,796108,0.5024927258491516,0.9178428053855896,1,0.0,0.2618,0,0,0,2,5
666260,741774,0.5499327182769775,0.8055466413497925,1,0.0,0.1818,0,0,0,0,4
657720,919961,0.5906888842582703,0.9565246105194092,1,0.0,1.0766,1,1,3,11,4
657764,683413,0.3469510376453399,0.922875702381134,1,0.0,0.7289,1,0,2,8,5
657757,805365,0.705340564250946,0.8784276843070984,1,0.0,0.4495,0,0,1,2,2
657765,797090,0.6300630569458008,0.8831488490104675,1,0.0,0.1337,0,0,0,1,3
657755,706870,0.5220250487327576,0.8800650835037231,1,0.0,0.3519,0,0,1,2,3
657772,851710,0.6043684482574463,0.9197399616241456,1,0.0,0.3115,0,0,0,5,8
657789,802537,0.59660404920578,0.929698646068573,1,0.0,0.439,0,0,1,7,4
657788,785884,0.6008974313735962,0.948457419872284,1,0.0,0.7102,0,0,2,6,4
657794,848911,0.7175578474998474,0.9475971460342408,1,0.0,1.7435,4,1,3,16,10
657793,826137,0.683932363986969,0.9341886043548584,1,0.0,0.3112,0,0,0,4,6
657823,718074,0.6371445059776306,0.915943205356598,1,0.0,0.5065,0,1,0,4,8
657758,690419,0.4855532646179199,0.8673150539398193,1,0.0,0.5098,0,1,1,0,9
658056,709691,0.441447913646698,0.9155452847480774,1,0.0,0.1157,0,0,0,2,1
657815,791809,0.1331440657377243,0.8982332348823547,1,0.0,0.6865,0,1,2,3,6
658104,667320,0.4716925323009491,0.9019425511360168,1,0.0,0.56,1,1,0,4,4
657801,744485,0.2837343513965606,0.9171254634857178,1,0.0,0.5531,0,0,2,4,1
657813,904536,0.1990738809108734,0.8971527218818665,1,0.0,0.2207,0,0,1,2,0
658358,667321,0.3018591403961181,0.9216358661651612,1,0.0,0.2167,0,0,0,4,1
658933,677893,0.4394751191139221,0.9625464677810668,1,0.0,0.5486,0,0,1,3,8
659140,737958,0.6180977821350098,0.9355656504631042,1,0.0,0.4792,0,0,1,3,3
658783,831436,0.3471162021160126,0.942812442779541,1,0.0,0.5408,0,0,1,6,3
666842,683597,0.4571432769298553,0.9423940181732178,1,0.0,0.3435,0,1,0,5,2
660593,825714,0.4817741811275482,0.95636785030365,1,0.0,0.33,0,0,0,8,12
659404,816791,0.3544660806655884,0.9004954695701599,1,0.0,0.561,0,1,0,7,1
667378,687851,0.673674464225769,0.927736759185791,1,0.0,0.1871,0,0,0,4,3
667384,707974,0.4930625557899475,0.9332372546195984,1,0.0,0.5119,0,0,0,11,5
667413,750277,0.5066254138946533,0.9244729280471802,1,0.0,0.355,0,1,0,1,2
667420,872531,0.354186087846756,0.9160664677619934,1,0.0,0.3333,0,0,0,1,5
667406,835549,0.547492504119873,0.8638714551925659,1,0.0,0.3185,0,0,0,4,5
667426,828254,0.2590952217578888,0.9361297488212584,1,0.0,0.6084,0,0,1,12,4
667435,850711,0.5241271257400513,0.9031729102134703,1,0.0,0.48,0,2,0,3,2
667433,701845,0.2923122942447662,0.8446841239929199,1,0.0,0.1914,0,0,0,3,1
667385,820688,0.4819905161857605,0.9222204089164734,1,0.0,0.6102,2,0,1,2,4
667386,673750,0.3260602355003357,0.9226287603378296,1,0.0,0.9155,2,1,1,6,8
667381,905612,0.4001402556896209,0.9083641171455384,1,0.0,0.5632,0,0,1,7,5
667428,776748,0.3152117729187011,0.903121292591095,1,0.0,0.5983,0,1,1,8,6
667410,913309,0.4987785816192627,0.9001182913780212,1,0.0,0.5916,0,0,2,4,1
667403,766182,0.3259012997150421,0.9127871990203856,1,0.0,0.2217,0,0,0,1,4
667392,919961,0.3280567228794098,0.915149748325348,1,0.0,0.5504,1,1,1,5,1
667391,879349,0.3903118669986725,0.8609406352043152,1,0.0,1.0155,0,2,1,19,4
667390,832410,0.3840941786766052,0.9066928625106812,1,0.0,0.703,0,0,1,8,6
667441,779758,0.0206565950065851,0.8402247428894043,1,0.0,0.6579,0,1,2,5,1
667429,821207,0.6390058398246765,0.8504830598831177,1,0.0,0.8278,1,0,2,10,3
667416,717161,0.553802490234375,0.9101994037628174,1,0.0,0.4167,0,0,1,5,0
667415,671437,0.4046864807605743,0.9275168180465698,1,0.0,0.9796,0,1,1,6,6
667407,919962,0.5019406676292419,0.8964948058128357,1,0.0,1.2396,3,1,3,11,2
667404,894683,0.4811940193176269,0.9308987259864808,1,0.0,0.342,0,0,0,5,4
667379,667320,0.2711254358291626,0.9253820776939392,1,1.0,1.7672,4,2,3,17,4
667379,667320,0.2711254358291626,0.9253820776939392,1,1.0,1.7672,4,2,3,17,4
667380,848117,0.5273357629776001,0.8874024152755737,1,0.0,0.6931,0,1,1,5,3
667408,785884,0.5354470610618591,0.9276754260063172,1,0.0,0.5269,0,0,0,6,5
667373,791809,0.2367433309555053,0.898136556148529,1,0.0,0.7839,1,1,1,6,8
667411,770151,0.2331157326698303,0.918798804283142,1,0.0,0.4601,0,0,1,5,1
667443,725838,0.1922849863767624,0.8710688948631287,1,0.0,0.5201,2,0,0,2,3
667043,830536,0.3529056012630462,0.852934718132019,1,0.0,0.0858,0,0,0,2,1
667065,674654,0.3666761219501495,0.9091472029685974,1,0.0,0.3911,0,0,0,9,6
667131,793848,0.3898711204528808,0.9063928723335266,1,0.0,0.7167,0,0,2,12,2
667110,703221,0.613472580909729,0.8817824721336365,1,0.0,0.5179,3,1,0,1,3
667190,727022,0.4663457572460174,0.9286088943481444,1,0.0,0.4444,0,0,0,7,3
667466,687851,0.4774018824100494,0.7146432399749756,1,0.0,0.133,0,0,0,2,3
667228,682512,0.429071843624115,0.931010365486145,1,0.0,0.4316,0,0,0,5,10
667439,706870,0.5488733649253845,0.8749901652336121,1,0.0,0.3318,0,1,0,2,4
667422,857694,0.5668524503707886,0.8184913992881775,1,0.0,0.1325,0,0,0,1,1
667398,743310,0.4758855402469635,0.9044713973999025,1,0.0,0.2229,0,0,0,5,5
667388,724279,0.5658190250396729,0.9087007641792296,1,0.0,0.2841,0,1,0,4,4
667482,697330,0.4396597146987915,0.93791925907135,1,0.0,0.4576,0,1,0,6,4
667487,704848,0.566008985042572,0.9054158926010132,1,0.0,0.4152,0,0,1,6,2
667481,698773,0.5911267995834351,0.8396380543708801,1,0.0,0.1521,0,0,0,1,4
667485,736014,0.5922811031341553,0.8741957545280457,1,0.0,0.6476,0,1,0,0,11
667484,856420,0.6105495691299438,0.8046097159385681,1,0.0,0.281,1,0,0,1,5
667496,671437,-0.0327851735055446,0.905872106552124,1,0.0,0.5387,0,0,1,3,2
667490,667321,0.0950986742973327,0.9444785118103028,1,1.0,1.0952,2,2,0,10,0
667490,667321,0.0950986742973327,0.9444785118103028,1,1.0,1.0952,2,2,0,10,0
667492,763397,0.0738657563924789,0.8876752257347107,1,0.0,0.3797,0,0,1,5,2
667491,747037,0.0892126113176345,0.914642095565796,1,0.0,0.4708,0,0,1,5,3
667498,807807,0.2634524405002594,0.9028222560882568,1,0.0,0.5297,0,0,1,6,3
667499,697330,0.4448319971561432,0.8686315417289734,1,0.0,0.1061,0,0,0,2,2
667503,881622,0.2253881692886352,0.9166508316993712,1,0.0,0.3803,0,0,1,3,2
667501,732718,0.0921449661254882,0.9022088646888732,1,0.0,0.5929,0,1,1,2,3
667507,829715,0.3051207959651947,0.915493905544281,1,0.0,0.1969,0,0,0,3,1
667508,922923,0.1911798119544983,0.8203559517860413,1,0.0,0.6878,3,1,0,6,8
663057,674655,0.6297363638877869,0.9060034155845642,1,0.0,0.6853,1,0,2,8,7
664272,890433,0.507224440574646,0.8801068663597107,1,0.0,0.4747,0,0,0,2,4
664242,796981,0.3944525122642517,0.8759348392486572,1,0.0,0.0513,0,0,0,0,2
664268,776747,0.3282670080661773,0.8755922317504883,1,0.0,0.3605,0,1,1,0,4
663379,669767,0.4228337407112121,0.8609690070152283,1,0.0,0.827,2,1,2,5,8
663462,825714,0.2789187133312225,0.9433164596557616,1,0.0,1.4041,2,2,2,15,14
663465,681830,0.4445651173591614,0.9412719011306764,1,0.0,1.0839,0,2,2,7,9
663468,793848,0.1335652619600296,0.9085891246795654,1,0.0,0.45,0,0,1,4,5
664279,790690,0.664056122303009,0.9280985593795776,1,0.0,0.7877,0,0,2,6,7
664281,793949,0.7335116863250732,0.9408748149871826,1,0.0,0.4161,0,0,1,3,4
663547,709690,0.3020898997783661,0.9153113961219788,1,0.0,0.0333,0,0,0,1,0
664316,857694,0.6128348112106323,0.936009645462036,1,0.0,0.188,0,0,0,2,1
664282,667320,0.3316386342048645,0.8894580006599426,1,0.0,0.2061,0,0,0,3,2
664271,873804,0.3909971117973327,0.8958306312561035,1,0.0,0.1154,0,0,0,3,0
664273,770236,0.4263657033443451,0.6626532673835754,1,0.0,0.0,0,0,0,0,0
664453,744834,0.4999016225337982,0.9626606106758118,1,0.0,0.2807,0,0,0,2,8
664454,740543,0.321387767791748,0.7379003763198853,1,0.0,0.1,0,0,0,0,2
664499,703221,0.6769012212753296,0.9534045457839966,1,0.0,0.3214,0,0,0,3,6
664451,707975,0.5012186765670776,0.9337976574897766,1,0.0,0.288,0,0,1,3,2
664341,835954,0.4128970205783844,0.9190151691436768,1,0.0,0.1683,0,0,0,2,2
664500,667320,0.383091390132904,0.8782030344009399,1,0.0,0.0811,0,0,0,3,0
665138,790691,0.5114004611968994,0.9163241386413574,1,0.0,0.5411,0,0,0,8,5
665194,674654,0.6732888221740723,0.9032433032989502,1,0.0,0.2394,1,1,0,2,0
665087,694990,0.4157606661319732,0.8787953853607178,1,0.0,0.1651,0,0,0,1,3
663607,848118,0.3053025603294372,0.950385332107544,1,0.0,0.5595,0,0,1,9,2
663608,899594,0.1931533962488174,0.9322035312652588,1,0.0,0.8695,0,1,2,8,7
662961,704967,0.3819583654403686,0.916343629360199,1,0.0,1.0405,2,2,3,5,1
662962,916621,0.1104820966720581,0.9292073845863342,1,0.0,0.4289,0,0,0,3,8
664238,872530,0.2596210539340973,0.8931169509887695,1,0.0,0.197,0,0,0,5,3
664277,782725,0.464440256357193,0.9500973224639891,1,0.0,0.4333,0,0,1,4,4
664313,778391,0.6862744688987732,0.934635579586029,1,0.0,1.4643,5,1,4,7,3
663707,771988,0.4406266808509826,0.9260187149047852,1,0.0,0.3,0,0,0,8,3
662985,725837,0.6020615100860596,0.8619275689125061,1,0.0,0.1569,0,0,0,2,1
663037,832411,0.4377955496311188,0.8874145150184631,1,0.0,0.5078,0,0,1,5,5
664239,899594,0.4349955916404724,0.8648449182510376,1,0.0,0.3027,0,0,1,3,2
664244,692909,0.3489386737346649,0.9348966479301452,1,0.0,0.4293,1,2,0,2,1
664283,715672,0.5941381454467773,0.9133599996566772,1,0.0,0.3068,0,0,0,3,6
